机构名称,表中文名,字段中文（可忽略）
卫健委,健康体检信息,舒张压（右侧）
卫健委,健康体检信息,身高
卫健委,健康体检信息,体重
卫健委,健康体检信息,腰围
卫健委,健康体检信息,体质指数
卫健委,健康体检信息,职业病危害因素接触史编码
卫健委,健康体检信息,职业病危害因素接触史（工种）
卫健委,健康体检信息,职业病危害因素接触史（从业时间年）
卫健委,健康体检信息,臀围
卫健委,健康体检信息,腰臀围比
卫健委,健康体检信息,血氧饱和度 %
卫健委,健康体检信息,得分
卫健委,健康体检信息,管理分类
卫健委,健康体检信息,体检机构
卫健委,健康体检信息,心率
卫健委,健康体检信息,体检分类
卫健委,健康体检信息,是否合格老年人体检
广电局,版权登记信息,登记日期
广电局,版权登记信息,组织机构代码
广电局,版权登记信息,类别
广电局,版权登记信息,身份证号
广电局,版权登记信息,统一社会信用代码
广电局,版权登记信息,作品名称
广电局,版权登记信息,作者
广电局,版权登记信息,登记号
科技,科技成果登记信息,成果登记号
科技,科技成果登记信息,成果公报内容
科技,科技成果登记信息,成果名称
科技,科技成果登记信息,完成人所在单位名称
科技,科技成果登记信息,完成人姓名
科技,科技成果登记信息,完成人身份证号码
科技,科技成果登记信息,通讯地址
科技,科技成果登记信息,知识产权
科技,科技成果登记信息,序号
通信管理局,当前域名持有人登记注册证书,DNS服务器
通信管理局,当前域名持有人登记注册证书,注册服务机构
通信管理局,当前域名持有人登记注册证书,过期时间
通信管理局,当前域名持有人登记注册证书,注册人姓名
通信管理局,当前域名持有人登记注册证书,注册人身份证号码
通信管理局,当前域名持有人登记注册证书,注册时间
通信管理局,当前域名持有人登记注册证书,域名
海事局,船舶国籍证书信息,证书签发日期
海事局,船舶国籍证书信息,证书印刷号
海事局,船舶国籍证书信息,证书有效期起始日期
海事局,船舶国籍证书信息,证书有效期截止日期
海事局,船舶国籍证书信息,登记机关名称
海事局,船舶国籍证书信息,船籍港
海事局,船舶国籍证书信息,造船地点
海事局,船舶国籍证书信息,型宽
海事局,船舶国籍证书信息,造船厂
海事局,船舶国籍证书信息,建成日期
海事局,船舶国籍证书信息,船舶呼号
海事局,船舶国籍证书信息,型深
海事局,船舶国籍证书信息,主机数目
海事局,船舶国籍证书信息,总功率
海事局,船舶国籍证书信息,主机种类
海事局,船舶国籍证书信息,总吨
海事局,船舶国籍证书信息,船体材料
海事局,船舶国籍证书信息,船舶识别号
海事局,船舶国籍证书信息,IMO编号
海事局,船舶国籍证书信息,总长
海事局,船舶国籍证书信息,船舶名称
海事局,船舶国籍证书信息,净吨
海事局,船舶国籍证书信息,船舶所有人（持证人）
海事局,船舶国籍证书信息,船舶所有人（持证人）身份证号
海事局,船舶国籍证书信息,船舶种类
海事局,船舶国籍证书信息,证书状态
海事局,船舶国籍证书信息,船舶登记号
林业局,林权抵押登记信息,最高债权确定事实和数额
林业局,林权抵押登记信息,登记时间
林业局,林权抵押登记信息,登记原因
林业局,林权抵押登记信息,被担保主债权数额
林业局,林权抵押登记信息,抵押人
林业局,林权抵押登记信息,抵押人身份证号
林业局,林权抵押登记信息,抵押方式
林业局,林权抵押登记信息,债务履行期限
林业局,林权抵押登记信息,证件类型
林业局,林权抵押登记信息,证件号码
林业局,林权抵押登记信息,抵押权人
林业局,林权抵押登记信息,林权证号
林业局,林权抵押登记信息,注销抵押业务号
林业局,林权抵押登记信息,注销抵押原因
林业局,林权抵押登记信息,注销时间
林业局,林权抵押登记信息,登记类型
林业局,林权抵押登记信息,宗地代码
林业局,林权证本信息,审批状态
林业局,林权证本信息,面积
林业局,林权证本信息,面积单位
林业局,林权证本信息,发证时间
林业局,林权证本信息,证号类型
林业局,林权证本信息,行政区划名称
林业局,林权证本信息,法人
林业局,林权证本信息,终止日期
林业局,林权证本信息,发证机关
林业局,林权证本信息,林地所有权人
林业局,林权证本信息,登记类型
林业局,林权证本信息,证件号码
林业局,林权证本信息,林班
林业局,林权证本信息,林种
林业局,林权证本信息,林证字_号
林业局,林权证本信息,林证字
林业局,林权证本信息,林证字_年
林业局,林权证本信息,使用期
林业局,林权证本信息,树种
林业局,林权证本信息,座落
林业局,林权证本信息,状态
林业局,林权证本信息,林地使用权
林业局,林权证本信息,乡镇名
林业局,林权证本信息,单位
林业局,林权证本信息,村名
林业局,林权证本信息,林木所有权
林业局,林权证本信息,林木使用权
林业局,林权证本信息,性质
林业局,林权证本信息,林权证号
税务,车船税完税信息,本年减免税额
税务,车船税完税信息,发动机号码
税务,车船税完税信息,号牌号码
税务,车船税完税信息,纳税人名称
税务,车船税完税信息,年应缴税额
税务,车船税完税信息,证件类型
税务,车船税完税信息,证件号码
税务,车船税完税信息,实际缴纳税款滞纳金合计
税务,车船税完税信息,实缴日期
税务,车船税完税信息,统一社会信用代码
税务,车船税完税信息,车辆识别代码
税务,车船税完税信息,纳税人识别号
税务,车船税完税信息,税款所属期起
税务,车船税完税信息,税款所属期止
税务,车船税完税信息,开票日期
税务,车船税完税信息,征收机关名称
税务,车船税完税信息,完税凭证号码
税务,二手车销售统一发票信息,车价合计
税务,二手车销售统一发票信息,车辆类型
税务,二手车销售统一发票信息,车辆识别号
税务,二手车销售统一发票信息,车牌号码
税务,二手车销售统一发票信息,厂牌型号
税务,二手车销售统一发票信息,登记证号
税务,二手车销售统一发票信息,购方代码
税务,二手车销售统一发票信息,购方名称
税务,二手车销售统一发票信息,开票日期
税务,二手车销售统一发票信息,销方代码
税务,二手车销售统一发票信息,销方名称
税务,二手车销售统一发票信息,发票代码
税务,二手车销售统一发票信息,发票号码
税务,房产交易纳税人信息,变动份额
税务,房产交易纳税人信息,地址
税务,房产交易纳税人信息,交易方类别（转让方、承受方）
税务,房产交易纳税人信息,录入日期
税务,房产交易纳税人信息,联系电话
税务,房产交易纳税人信息,纳税人名称
税务,房产交易纳税人信息,纳税人识别号
税务,房产交易纳税人信息,是否主产权人
税务,房产交易纳税人信息,身份证件号码
税务,房产交易纳税人信息,身份证件类型
税务,房产交易纳税人信息,所占份额
税务,房产交易纳税人信息,交易流水号
税务,非居民享受税收协定待遇个人信息,发动机号码
税务,非居民享受税收协定待遇个人信息,税后价格
税务,非居民享受税收协定待遇个人信息,纳税人名称
税务,非居民享受税收协定待遇个人信息,证件号码
税务,非居民享受税收协定待遇个人信息,车辆类别名称
税务,非居民享受税收协定待遇个人信息,购置日期
税务,非居民享受税收协定待遇个人信息,纳税人识别号
税务,非居民享受税收协定待遇个人信息,车辆识别代号
税务,机动车销售发票信息,产地
税务,机动车销售发票信息,车辆类型
税务,机动车销售发票信息,厂牌型号
税务,机动车销售发票信息,购货单位（人）
税务,机动车销售发票信息,价税合计
税务,机动车销售发票信息,开票日期
税务,机动车销售发票信息,纳税人识别号
税务,机动车销售发票信息,身份证号码/组织机构代码
税务,机动车销售发票信息,销货单位名称
税务,机动车销售发票信息,发票代码
税务,机动车销售发票信息,发票号码
税务,纳税人基础信息,企业名称
税务,纳税人基础信息,税务登记日期
税务,纳税人基础信息,统一社会信用代码
税务,纳税人基础信息,纳税人识别号
税务,税收居民身份证明信息,纳税人名称
税务,税收居民身份证明信息,纳税人识别号
税务,税收居民身份证明信息,证件号码
税务,税收居民身份证明信息,发放日期
税务,税收居民身份证明信息,英文姓名
税务,税收居民身份证明信息,申请年度
税务,税收居民身份证明信息,缔约对方纳税人识别号
税务,税收居民身份证明信息,对方纳税人名称
税务,税收居民身份证明信息,个人申请年度完税情况
税务,税收居民身份证明信息,实际管理机构所在地
税务,税收居民身份证明信息,企业联系电话
税务,税收居民身份证明信息,企业申请年度完税情况
税务,税收居民身份证明信息,纳税年度
税务,税收居民身份证明信息,申请人或代理人
税务,税收居民身份证明信息,通信地址
税务,税收居民身份证明信息,终审同意标志
税务,税收居民身份证明信息,终审日期
税务,税收居民身份证明信息,在华是否有住所
税务,税收居民身份证明信息,注册地址
税务,自然人开户银行信息,货币种类
税务,自然人开户银行信息,录入日期
税务,自然人开户银行信息,首选缴费账户标志
税务,自然人开户银行信息,首选缴税账户标志
税务,自然人开户银行信息,退费账户标志
税务,自然人开户银行信息,退税账户标志
税务,自然人开户银行信息,银行行别
税务,自然人开户银行信息,银行营业网点
税务,自然人开户银行信息,银行账号
税务,自然人开户银行信息,银行账户性质
税务,自然人开户银行信息,账户名称
税务,自然人开户银行信息,身份证号
税务,自然人开户银行信息,注销日期
税务,自然人开户银行信息,存款账号识别号
住建,交易告知单,当事人类型
住建,交易告知单,当事人份额
住建,交易告知单,交易告知单标识码
住建,交易告知单,状态
住建,交易告知单,当事人姓名或名称
住建,交易告知单,当事人证件号码
住建,交易告知单,当事人证件类型
住建,交易告知单,房屋统一编号
住建,交易告知单,房屋用途
住建,交易告知单,房屋坐落
住建,交易告知单,建筑结构
住建,交易告知单,房屋建筑面积
住建,交易告知单,所在层
住建,交易告知单,所在城市
住建,交易告知单,行政区划
住建,交易告知单,合同编号
住建,交易告知单,交易价格
住建,交易告知单,合同签订（备案）日期
住建,交易告知单,告知单确认日期
住建,交易告知单,所在城市
住建,交易告知单,行政区划
住建,交易告知单,业务类型
自然资源,船舶所有权证书信息,船舶呼号识别码
自然资源,船舶所有权证书信息,船舶种类
自然资源,船舶所有权证书信息,船长
自然资源,船舶所有权证书信息,船籍港
自然资源,船舶所有权证书信息,船名
自然资源,船舶所有权证书信息,船体材质
自然资源,船舶所有权证书信息,持证人IDCARDORCOMPANY
自然资源,船舶所有权证书信息,净吨位
自然资源,船舶所有权证书信息,建造完工日期
自然资源,船舶所有权证书信息,发证机关
自然资源,船舶所有权证书信息,所有权国籍登记审批时间
自然资源,船舶所有权证书信息,所有权国籍登记申请日期
自然资源,船舶所有权证书信息,所有人所占股份
自然资源,船舶所有权证书信息,船舶所有人名称
自然资源,船舶所有权证书信息,船舶所有人身份证号
自然资源,船舶所有权证书信息,型宽
自然资源,船舶所有权证书信息,型深
自然资源,船舶所有权证书信息,渔船编码
自然资源,船舶所有权证书信息,渔业船舶所有权登记证书编号
自然资源,船舶所有权证书信息,总吨位
自然资源,船舶所有权证书信息,国籍所有权登记信息唯一标识
自然资源,内陆渔业船舶证书信息,反污染设备
自然资源,内陆渔业船舶证书信息,证书时间
自然资源,内陆渔业船舶证书信息,防火设备
自然资源,内陆渔业船舶证书信息,主机模型
自然资源,内陆渔业船舶证书信息,主机数量
自然资源,内陆渔业船舶证书信息,作业制定
自然资源,内陆渔业船舶证书信息,发证机关
自然资源,内陆渔业船舶证书信息,救生设备
自然资源,内陆渔业船舶证书信息,居民身份证号码或公司注册号
自然资源,内陆渔业船舶证书信息,持证人名称
自然资源,内陆渔业船舶证书信息,船图片
自然资源,内陆渔业船舶证书信息,船图片的名称
自然资源,内陆渔业船舶证书信息,图片船东
自然资源,内陆渔业船舶证书信息,图片船东名称
自然资源,内陆渔业船舶证书信息,船的构建时间
自然资源,内陆渔业船舶证书信息,型深
自然资源,内陆渔业船舶证书信息,船长
自然资源,内陆渔业船舶证书信息,船体材质
自然资源,内陆渔业船舶证书信息,船名
自然资源,内陆渔业船舶证书信息,渔船编码
自然资源,内陆渔业船舶证书信息,船在港口
自然资源,内陆渔业船舶证书信息,主机功率
自然资源,内陆渔业船舶证书信息,总吨位
自然资源,内陆渔业船舶证书信息,船业类型
自然资源,内陆渔业船舶证书信息,型宽
自然资源,内陆渔业船舶证书信息,信号设备
自然资源,内陆渔业船舶证书信息,有效时间
自然资源,内陆渔业船舶证书信息,渔船捕捞许可注销信息唯一标识
,登记人口信息,姓名
,登记人口信息,公民身份号码
,登记人口信息,性别
,登记人口信息,民族
,登记人口信息,出生日期
,登记人口信息,出生国家或地区
,登记人口信息,出生地省市区县
,登记人口信息,兵役状况
,登记人口信息,籍贯
,登记人口信息,户籍地
,登记人口信息,户籍详址
,登记人口信息,户籍所属派出所名称
,登记人口信息,婚姻状况
,登记人口信息,学历
,登记人口信息,登记类别
,登记人口信息,职业类别
,登记人口信息,联系电话
,登记人口信息,宗教信仰
,登记人口信息,居住证号
,登记人口信息,居住地详细地址
,登记人口信息,居住证发证地公安机关
,登记人口信息,居住证发证日期
,登记人口信息,签注到期日期
,登记人口信息,死亡日期
,登记人口信息,死亡原因
,登记人口信息,死亡注销类别
,登记人口信息,注销标识
,登记人口信息,注销日期
,登记人口信息,相片
,登记人口信息,服务处所
,6个月以上的常住人口,姓名
,6个月以上的常住人口,公民身份号码
,6个月以上的常住人口,性别
,6个月以上的常住人口,民族
,6个月以上的常住人口,出生日期
,6个月以上的常住人口,籍贯
,6个月以上的常住人口,户籍地
,6个月以上的常住人口,居住地址
,6个月以上的常住人口,婚姻状况
,6个月以上的常住人口,居住证号
,6个月以上的常住人口,居住证初次签发日期
,6个月以上的常住人口,管理归属公安机关名称
,6个月以上的常住人口,签注日期
,6个月以上的常住人口,签注到期日期
,6个月以上的常住人口,社保缴纳累计月数
,全量人口信息,姓名
,全量人口信息,公民身份号码
,全量人口信息,性别
,全量人口信息,民族
,全量人口信息,出生日期
,全量人口信息,籍贯
,全量人口信息,户籍地
,全量人口信息,婚姻状况
,全量人口信息,学历
,全量人口信息,服务处所
,全量人口信息,死亡标识
,全量人口扩展信息,姓名
,全量人口扩展信息,公民身份号码
,全量人口扩展信息,性别
,全量人口扩展信息,民族
,全量人口扩展信息,出生日期
,全量人口扩展信息,出生证明编号
,全量人口扩展信息,城乡属性
,全量人口扩展信息,曾用名
,全量人口扩展信息,兵役状况
,全量人口扩展信息,籍贯
,全量人口扩展信息,户籍地
,全量人口扩展信息,户籍门(楼)详址
,全量人口扩展信息,户籍所属派出所名称
,全量人口扩展信息,婚姻状况
,全量人口扩展信息,学历
,全量人口扩展信息,文化程度
,全量人口扩展信息,职业类别
,全量人口扩展信息,联系电话
,全量人口扩展信息,宗教信仰
,全量人口扩展信息,居住证号
,全量人口扩展信息,居住地详细地址
,全量人口扩展信息,居住证发证地公安机关
,全量人口扩展信息,居住证发证日期
,全量人口扩展信息,签注到期日期
,全量人口扩展信息,死亡日期
,全量人口扩展信息,死亡原因
,全量人口扩展信息,死亡注销类别
,全量人口扩展信息,户籍注销标识
,全量人口扩展信息,户籍注销日期
,全量人口扩展信息,相片
,全量人口扩展信息,居住证注销日期
,全量人口扩展信息,居住证注销原因
,全量人口扩展信息,租赁房屋坐落
,全量人口扩展信息,租赁备案时间
,全量人口扩展信息,合同约定的租赁期限
,全量人口扩展信息,房屋租赁登记备案号
,全量人口扩展信息,租赁用途
,全量人口扩展信息,租赁备案机关
,全量人口扩展信息,流入原因
,全量人口扩展信息,流入登记日期
,户信息,户号
,户信息,户主姓名
,户信息,户主公民身份号码
,户信息,户别
,户信息,户类型
,户信息,户地址
,个人自治数据信息,姓名
,个人自治数据信息,公民身份号码
,个人自治数据信息,常用详址1
,个人自治数据信息,常用详址2
,个人自治数据信息,常用详址3
,个人自治数据信息,默认地址
,个人自治数据信息,常用电话1
,个人自治数据信息,常用电话2
,个人自治数据信息,相片
,户籍迁移变化记录信息,姓名
,户籍迁移变化记录信息,公民身份证号
,户籍迁移变化记录信息,户号
,户籍迁移变化记录信息,何国家（地区）来本址
,户籍迁移变化记录信息,何省市县（区）来本址
,户籍迁移变化记录信息,何详址来本址
,户籍迁移变化记录信息,户籍地省市县（区）
,户籍迁移变化记录信息,户籍地详细地址
,户籍迁移变化记录信息,何迁移流动原因迁来本址
,户籍迁移变化记录信息,何时来本址
,户籍迁移变化记录信息,迁出日期
,户籍迁移变化记录信息,迁出注销类别
,户籍迁移变化记录信息,前往国家（地区）
,户籍迁移变化记录信息,迁往地省市县（区）
,户籍迁移变化记录信息,迁往地详址
,新生儿出生信息,父亲国籍
,新生儿出生信息,父亲民族
,新生儿出生信息,父亲住址
,新生儿出生信息,父亲证件号码
,新生儿出生信息,父亲证件类别
,新生儿出生信息,健康状况
,新生儿出生信息,医疗机构名称
,新生儿出生信息,母亲国籍
,新生儿出生信息,母亲民族
,新生儿出生信息,母亲年龄
,新生儿出生信息,母亲住址
,新生儿出生信息,母亲证件号码
,新生儿出生信息,母亲证件类别
,新生儿出生信息,签发机构
,新生儿出生信息,签发日期
,新生儿出生信息,出生时间
,新生儿出生信息,出生体重
,新生儿出生信息,出生身长
,新生儿出生信息,出生地
,新生儿出生信息,出生地行政区划代码
,新生儿出生信息,父亲年龄
,新生儿出生信息,父亲身份证号码
,新生儿出生信息,父亲姓名
,新生儿出生信息,母亲身份证号码
,新生儿出生信息,母亲姓名
,新生儿出生信息,出生日期
,新生儿出生信息,性别
,新生儿出生信息,新生儿姓名
,新生儿出生信息,出生证明编号
,新生儿出生信息,婴儿公民身份号码
,生理特征信息,姓名
,生理特征信息,身份证号
,生理特征信息,个人身高
,生理特征信息,体重
,生理特征信息,胸围
,生理特征信息,腰围
,生理特征信息,臀围
,生理特征信息,血型
,生理特征信息,指纹纹型
,生理特征信息,指纹指位
,生理特征信息,掌纹
,生理特征信息,掌纹对应手掌
,生理特征信息,左眼矫正视力
,生理特征信息,左眼裸视力
,生理特征信息,右眼矫正视力
,生理特征信息,右眼裸视力
,生理特征信息,左耳听力
,生理特征信息,右耳听力
,生理特征信息,虹膜
,生理特征信息,面部识别特征
,生理特征信息,是否死亡
,生理特征信息,是否残疾
,生理特征信息,残疾类型
,生理特征信息,残疾等级
,身残人员信息,居住地址
,身残人员信息,出生日期
,身残人员信息,残疾证号或编号
,身残人员信息,残疾等级
,身残人员信息,残疾类别
,身残人员信息,残疾性质
,身残人员信息,性别
,身残人员信息,监护人住址
,身残人员信息,监护人姓名
,身残人员信息,监护人联系方式
,身残人员信息,与监护人关系
,身残人员信息,身份证号
,身残人员信息,发证机关
,身残人员信息,发证日期
,身残人员信息,姓名
,身残人员信息,民族
,身残人员信息,户籍地区
,身残人员信息,联系方式
,身残人员信息,持证状态
,身残人员信息,有效期
,个人就学历程信息,身份证件号
,个人就学历程信息,学校类型
,个人就学历程信息,学校名称
,个人就学历程信息,学校所属行政区划
,个人就学历程信息,入学年月
,个人就学历程信息,在读状态
,个人就学历程信息,毕业年月
,个人就学历程信息,学制
,个人就学历程信息,学号
,个人最高学历信息,公民身份号码
,个人最高学历信息,人员姓名
,个人最高学历信息,最高学历
,个人最高学历信息,入学年月
,个人最高学历信息,毕业年月
,个人最高学历信息,学历层次
,个人最高学历信息,学习形式
,个人最高学历信息,专业专业名称
,个人最高学历信息,就读院校名称
,个人最高学历信息,学历证书编号
,教师认定信息,市
,教师认定信息,区县
,教师认定信息,所在学校
,教师认定信息,教师姓名
,教师认定信息,性别
,教师认定信息,民族
,教师认定信息,岗位资格证书
,教师认定信息,任教学科
,教师认定信息,学校标识码
,教师认定信息,单位类别
,教师认定信息,身份证号码
,教师认定信息,教师资格种类名称
,教师认定信息,教师资格证书号码
,教师认定信息,认定机构名称
,婚姻基本信息,姓名
,婚姻基本信息,证件类型代码
,婚姻基本信息,证件类型名称
,婚姻基本信息,证件号码
,婚姻基本信息,性别代码
,婚姻基本信息,性别名称
,婚姻基本信息,户籍所在地
,婚姻基本信息,户籍地省市县代码
,婚姻基本信息,户籍地省市县名称
,婚姻基本信息,婚姻状况变更原因代码
,婚姻基本信息,婚姻状况变更原因名称
,婚姻基本信息,婚姻事项代码
,婚姻基本信息,婚姻事项名称
,婚姻基本信息,婚姻事项时间
,婚姻基本信息,婚姻状况代码
,婚姻基本信息,婚姻状况名称
,婚姻基本信息,婚姻明细状况代码
,婚姻基本信息,婚姻明细状况名称
,婚姻基本信息,婚姻状况变更日期
,婚姻基本信息,婚姻状况变更时间
,婚姻基本信息,配偶姓名
,婚姻基本信息,配偶证件类型代码
,婚姻基本信息,配偶证件类型名称
,婚姻基本信息,配偶证件号码
,婚姻基本信息,配偶户籍所在地
,婚姻基本信息,配偶户籍地省市县代码
,婚姻基本信息,配偶户籍地省市县名称
,婚姻基本信息,婚姻登记机关代码
,婚姻基本信息,婚姻登记机关名称
,婚姻基本信息,结离婚证字号
,婚姻基本信息,婚姻登记证结（离）婚备注
,婚姻基本信息,权威标志
,婚姻历史状态信息,姓名
,婚姻历史状态信息,证件类型代码
,婚姻历史状态信息,证件类型名称
,婚姻历史状态信息,证件号码
,婚姻历史状态信息,性别代码
,婚姻历史状态信息,性别名称
,婚姻历史状态信息,婚姻状况代码
,婚姻历史状态信息,婚姻状况名称
,婚姻历史状态信息,婚姻明细状况代码
,婚姻历史状态信息,婚姻明细状况名称
,婚姻历史状态信息,婚姻事项代码
,婚姻历史状态信息,婚姻事项名称
,婚姻历史状态信息,婚姻事项时间
,婚姻历史状态信息,婚姻状况变更原因代码
,婚姻历史状态信息,婚姻状况变更原因名称
,婚姻历史状态信息,婚姻状况变更日期
,婚姻历史状态信息,婚姻状况变更时间
,婚姻历史状态信息,配偶姓名
,婚姻历史状态信息,配偶证件类型代码
,婚姻历史状态信息,配偶证件类型名称
,婚姻历史状态信息,配偶证件号码
,婚姻历史状态信息,婚姻登记机关代码
,婚姻历史状态信息,婚姻登记机关名称
,婚姻历史状态信息,结离婚证字号
,婚姻历史状态信息,婚姻登记证结（离）婚备注
,婚姻历史状态信息,事项来源机构
,婚姻历史状态信息,事项来源索引
,婚姻历史状态信息,权威标志
,适婚人群统计信息,性别
,适婚人群统计信息,年龄段
,适婚人群统计信息,职业类型
,适婚人群统计信息,文化程度
,适婚人群统计信息,婚姻状况
,个人病史基本信息,居民健康卡号
,个人病史基本信息,城乡居民健康档案编号
,个人病史基本信息,建档日期
,个人病史基本信息,姓名
,个人病史基本信息,性别
,个人病史基本信息,出生日期
,个人病史基本信息,身份证件类别
,个人病史基本信息,身份证件号码
,个人病史基本信息,本人电话号码
,个人病史基本信息,联系人姓名
,个人病史基本信息,联系人电话
,个人病史基本信息,医疗保险类别
,个人病史基本信息,ABO血型
,个人病史基本信息,Rh血型
,个人病史基本信息,遗传性疾病史
,个人病史基本信息,手术史
,个人病史基本信息,哮喘标志
,个人病史基本信息,心脏病标志
,个人病史基本信息,心脑血管病标志
,个人病史基本信息,糖尿病标志
,个人病史基本信息,青光眼标志
,个人病史基本信息,精神病标志
,个人病史基本信息,药物过敏史标志
,个人病史基本信息,手术史标志
,个人病史基本信息,外伤史标志
,个人病史基本信息,输血史标志
,个人病史基本信息,残疾标志
,个人病史疾病史信息,公民身份号码
,个人病史疾病史信息,既往患病种类代码
,个人病史疾病史信息,既往患病种类名称
,个人病史疾病史信息,既往患病确诊日期
,个人病史疾病史信息,既往患病确诊医院
,个人病史信病历信息,公民身份号码
,个人病史信病历信息,病历就诊医院
,个人病史信病历信息,病历登记日期
,个人病史信病历信息,病史陈述者姓名
,个人病史信病历信息,陈述者与患者关系
,个人病史信病历信息,陈述内容可靠标志
,个人病史信病历信息,主诉
,个人病史信病历信息,现病史
,个人病史信病历信息,症状名称
,个人病史信病历信息,症状描述
,个人病史信病历信息,诊疗过程描述
,门诊住院消费信息,患者身份证号
,门诊住院消费信息,住院费用金额
,门诊住院消费信息,自付金额
,门诊住院消费信息,医保金额
,门诊住院消费信息,减免金额
,门诊住院消费信息,医保自费比例
,门诊住院消费信息,扣费日期
,门诊住院消费信息,门诊费用金额
,门诊住院消费信息,自付金额
,门诊住院消费信息,医保金额
,门诊住院消费信息,减免金额
,门诊住院消费信息,扣费日期
,个人医疗统计信息,患者唯一ID号
,个人医疗统计信息,统计医院
,个人医疗统计信息,统计月份
,个人医疗统计信息,挂号次数
,个人医疗统计信息,网上预约挂号次数
,个人医疗统计信息,门诊次数
,个人医疗统计信息,急诊次数
,个人医疗统计信息,住院次数
,个人医疗统计信息,手术次数
,个人医疗统计信息,体检次数
,个人医疗统计信息,疫苗接种次数
,个人医疗统计信息,总费用
,个人医疗统计信息,挂号费用
,个人医疗统计信息,门诊费用
,个人医疗统计信息,急诊费用
,个人医疗统计信息,住院费用
,个人医疗统计信息,个人承担费用
,个人医疗统计信息,医保费用
,个人医疗统计信息,减免费用
,个人医疗统计信息,献血量
,个人医疗统计信息,献血次数
,健康码信息,姓名
,健康码信息,性别
,健康码信息,国籍
,健康码信息,证件类型
,健康码信息,证件号码
,健康码信息,手机号码
,健康码信息,到达后详细地址
,健康码信息,健康状态(绿码、黄码、红码等)
,健康码信息,当前所在省（自治区、直辖市、特别行政区）
,健康码信息,当前所在城市（州、盟等）
,健康码信息,当前所在区（县、县级市等）
,健康码信息,当前所在街道（乡、镇）
,健康码信息,当前所在社区（村、居委会）
,健康码信息,当前所在居住区
,健康码信息,健康码生成时间
,健康码信息,有效截止日期
,健康码信息,管理机构名称
,健康码信息,管理机构代码
,死亡基本信息,证件类型
,死亡基本信息,证件号码
,死亡基本信息,姓名
,死亡基本信息,性别
,死亡基本信息,国籍
,死亡基本信息,民族
,死亡基本信息,出生日期
,死亡基本信息,户籍所在地
,死亡基本信息,婚姻状况
,死亡基本信息,死亡证明编号
,死亡基本信息,死亡原因代码
,死亡基本信息,死亡原因
,死亡基本信息,死亡日期
,死亡基本信息,死亡信息来源部门
,死亡基本信息,居民死亡殡葬证编号
,死亡基本信息,家属姓名
,死亡基本信息,家属身份证号
,死亡基本信息,家属联系方式
,死亡基本信息,家属地址
,死亡基本信息,户籍注销日期
,死亡基本信息,户籍注销派出所名称
,死亡基本信息,火化日期
,死亡基本信息,火化证件编号
,死亡基本信息,火化殡仪馆
,死亡基本信息,土葬日期
,死亡基本信息,墓穴证号码
,死亡证明信息,证件类型
,死亡证明信息,证件号码
,死亡证明信息,姓名
,死亡证明信息,性别
,死亡证明信息,国籍
,死亡证明信息,民族
,死亡证明信息,出生日期
,死亡证明信息,户籍所在地详址
,死亡证明信息,死亡证明编号
,死亡证明信息,死亡证明出具单位代码
,死亡证明信息,死亡证明出具单位名称
,死亡证明信息,死亡日期
,死亡证明信息,死亡原因编码
,死亡证明信息,死亡原因名称
,死亡证明信息,家属姓名
,死亡证明信息,家属身份证号码
,死亡证明信息,家属联系方式
,死亡证明信息,家属联系地址
,死亡登记信息,死亡报卡编号
,死亡登记信息,死亡报卡类型代码
,死亡登记信息,死亡报卡类型名称
,死亡登记信息,死亡证编号
,死亡登记信息,姓名
,死亡登记信息,性别名称
,死亡登记信息,民族名称
,死亡登记信息,国籍名称
,死亡登记信息,证件类型代码
,死亡登记信息,证件类型名称
,死亡登记信息,证件号码
,死亡登记信息,死者婚姻状况名称
,死亡登记信息,死者文化程度名称
,死亡登记信息,从业状况名称
,死亡登记信息,主要职业与工种主要职业与工种名称
,死亡登记信息,是否婴幼儿、学龄前儿童
,死亡登记信息,是否弱智名称
,死亡登记信息,出生日期
,死亡登记信息,死亡日期
,死亡登记信息,死亡日期时间
,死亡登记信息,实足年龄
,死亡登记信息,死亡地点类别名称
,死亡登记信息,生前工作单位
,死亡登记信息,户籍地址-省（自治区、直辖市），证件类型为【01 身份证】时必填
,死亡登记信息,户籍地址-省（自治区、直辖市），证件类型为【01 身份证】时必填
,死亡登记信息,户籍地址-市（地区），户籍地址-省为本省市时必填
,死亡登记信息,户籍地址-市（地区），户籍地址-省为本省市时必填
,死亡登记信息,户籍地址-县（区）户籍地址-省为本省市时必填
,死亡登记信息,户籍地址-县（区）户籍地址-省为本省市时必填
,死亡登记信息,户籍地址-乡（镇、街道办事处）
,死亡登记信息,户籍地址-乡（镇、街道办事处）
,死亡登记信息,户籍地-居委
,死亡登记信息,户籍地-居委
,死亡登记信息,户籍地址-村（街、路、弄）
,死亡登记信息,户籍地址-门牌号
,死亡登记信息,现居住地-省（自治区、直辖市）
,死亡登记信息,现居住地-省（自治区、直辖市）
,死亡登记信息,现居住地-市（地区）
,死亡登记信息,现居住地-市（地区）
,死亡登记信息,现居住地-县（区）
,死亡登记信息,现居住地-县（区）
,死亡登记信息,现居住地-乡（镇、街道）
,死亡登记信息,现居住地-乡（镇、街道）
,死亡登记信息,现居住地-居委
,死亡登记信息,现居住地-居委
,死亡登记信息,现居住地-村（路、街、弄）
