信息资源目录名称（必填项）,信息项名称,信息资源目录提供方
股权出质变更登记通知书,出质人,行政审批局
股权出质变更登记通知书,质权人,行政审批局
古树名木档案和标记牌,批文,市政和绿化管理局
孤儿基本生活保障政策解答,孤儿基本生活保障政策咨询,民政局
公证书副本或档案材料复印件,身份证号,司法局
公证书副本或档案材料复印件,姓名,司法局
公证书副本或档案材料复印件,出生日期,司法局
公证书,身份证号,司法局
公证书,姓名,司法局
公证书,出生日期,司法局
公证书,死亡时间,司法局
公司备案通知书,统一社会信用代码,行政审批局
公司备案通知书,名称,行政审批局
公共文化体育设施的名称、地址、服务项目等内容备案,姓名,文化和旅游局
公共文化体育设施的名称、地址、服务项目等内容备案,联系电话,文化和旅游局
公共文化体育设施的名称、地址、服务项目等内容备案,地址,文化和旅游局
公共文化体育设施的名称、地址、服务项目等内容备案,项目内容,文化和旅游局
公共场所卫生许可证,单位名称,行政审批局
公共场所卫生许可证,法定代表人或负责人,行政审批局
公共场所卫生许可证,经营地址,行政审批局
公共场所卫生许可证,经营项目,行政审批局
公共场所卫生许可证,有效期限,行政审批局
公共场所卫生许可证,单位名称,行政审批局
公共场所卫生许可证,法定代表人或负责人,行政审批局
公共场所卫生许可证,经营地址,行政审批局
公共场所卫生许可证,经营项目,行政审批局
公共场所卫生许可证,有效期限,行政审批局
公共场所卫生许可证,单位名称,行政审批局
公共场所卫生许可证,法定代表人或负责人,行政审批局
公共场所卫生许可证,经营地址,行政审批局
公共场所卫生许可证,经营项目,行政审批局
公共场所卫生许可证,有效期限,行政审批局
公共场所卫生许可证,单位名称,行政审批局
公共场所卫生许可证,法定代表人或负责人,行政审批局
公共场所卫生许可证,经营地址,行政审批局
公共场所卫生许可证,经营项目,行政审批局
公共场所卫生许可证,有效期限,行政审批局
公办幼儿园发批文，民办幼儿园发办学许可证,批文,教育体育局
公安机关互联网站备案号,备案号,公安局
公安机关互联网站备案号,申请法人信息,公安局
公安机关互联网站备案号,相关企业信息,公安局
工程建设项目验线结果表,工程建设项目验线结果表,自然资源和规划局
根据需要决定。,奖励人员信息,公安局
根据需要决定。,奖励事由,公安局
根据需要决定。,奖励金额,公安局
给予法律援助决定书,发往单位,司法局
给予法律援助决定书,受援人身份信息,司法局
给予法律援助决定书,案由,司法局
给予法律援助决定书,承办律师信息,司法局
给予/不予法律援助决定书,申请人姓名,司法局
给予/不予法律援助决定书,申请案由,司法局
给予/不予法律援助决定书,是否给予援助,司法局
给予/不予法律援助决定书,给予援助的时间,司法局
个体演员备案证明,地址,文化和旅游局
个体演员备案证明,主要负责人,文化和旅游局
个体演员备案证明,经营范围,文化和旅游局
个体演员备案证明,单位名称,文化和旅游局
个体演员备案证明,地址,文化和旅游局
个体演员备案证明,主要负责人,文化和旅游局
个体演员备案证明,经营范围,文化和旅游局
个体演员备案证明,主要负责人,文化和旅游局
个体演员备案证明,地址,文化和旅游局
个体演员备案证明,经营范围,文化和旅游局
个体演出经纪人备案证明,地址,文化和旅游局
个体演出经纪人备案证明,主要负责人,文化和旅游局
个体演出经纪人备案证明,经营范围,文化和旅游局
个体演出经纪人备案证明,地址,文化和旅游局
个体演出经纪人备案证明,主要负责人,文化和旅游局
个体演出经纪人备案证明,经营范围,文化和旅游局
个体演出经纪人备案证明,主要负责人,文化和旅游局
个体演出经纪人备案证明,地址,文化和旅游局
个体演出经纪人备案证明,经营范围,文化和旅游局
告知,尊老金政策咨询,民政局
告知,临时遇困流动人员救助政策咨询,民政局
告知,困境儿童保障政策咨询,民政局
告知,惠民殡葬政策咨询,民政局
告知,殡葬服务设施查询,民政局
抚恤补助证,武警警官证、离退休干部证、退休士官证,退役军人事务局
抚恤补助证,本人与烈士或错杀被平反人员关系证明,退役军人事务局
抚恤补助证,近期免冠彩照,退役军人事务局
抚恤补助证,未就业和无社保证明或失业证明,退役军人事务局
抚恤补助证,户口本,退役军人事务局
抚恤补助证,身份证,退役军人事务局
抚恤补助证,18周前没有享受过定期抚恤的证明,退役军人事务局
抚恤补助证,烈士证明书或错杀平反的证明材料,退役军人事务局
抚恤补助证,本人书面申请,退役军人事务局
抚恤补助证,近期免冠彩照,退役军人事务局
抚恤补助证,未就业和无社保证明或失业证明,退役军人事务局
抚恤补助证,户口本,退役军人事务局
抚恤补助证,身份证,退役军人事务局
抚恤补助证,生活状况证明,退役军人事务局
抚恤补助证,死者与申请人的关系证明,退役军人事务局
抚恤补助证,《烈士证明书》或《军人因公牺牲证明书》或《军人病故证明书》,退役军人事务局
抚恤补助证,书面申请,退役军人事务局
抚恤补助证,未就业和无社保证明或失业证明,退役军人事务局
抚恤补助证,近期免冠半身彩照,退役军人事务局
抚恤补助证,户口本,退役军人事务局
抚恤补助证,身份证,退役军人事务局
抚恤补助证,退伍证或退伍登记表,退役军人事务局
抚恤补助证,档案材料,退役军人事务局
抚恤补助证,本人书面申请,退役军人事务局
抚恤补助证,未就业和无社保证明或失业证明,退役军人事务局
抚恤补助证,近期免冠彩照,退役军人事务局
抚恤补助证,户口本,退役军人事务局
抚恤补助证,身份证,退役军人事务局
抚恤补助证,复员证或复员登记表,退役军人事务局
抚恤补助证,个人书面申请,退役军人事务局
抚恤补助证,身份证,退役军人事务局
抚恤补助证,无职工养老保险金证明 、仍在上学证明等无生活费来源证明,退役军人事务局
抚恤补助证,能够证明申请人与烈士亲属关系的户籍证明,退役军人事务局
抚恤补助证,烈士证书、因公牺牲军人证明书、病故军人证明书或其他能证明死亡人员信息的档案材料,退役军人事务局
抚恤补助证,户口本,退役军人事务局
抚恤补助证,身份证,退役军人事务局
抚恤补助证,无职工养老保险金证明,退役军人事务局
抚恤补助证,退伍时落户农村的户籍证明,退役军人事务局
抚恤补助证,退伍证或退伍军人档案,退役军人事务局
抚恤补助证,户口簿、身份证,退役军人事务局
抚恤补助证,无职工养老保险金证明,退役军人事务局
抚恤补助证,能够证明申请人与烈士或错杀被平反人员关系的户籍证明或其他档案材料,退役军人事务局
抚恤补助证,烈士证书或其他能证明烈士信息的档案材料/错杀被平反人员平反证明材料,退役军人事务局
抚恤补助证,未享受城镇职工养老保险证明,退役军人事务局
抚恤补助证,档案材料,退役军人事务局
抚恤补助证,退伍证或退伍登记表,退役军人事务局
抚恤补助证,入伍登记表,退役军人事务局
抚恤补助证,户口本,退役军人事务局
抚恤补助证,身份证,退役军人事务局
抚恤补助证,本人申请,退役军人事务局
抚恤补助证,江苏省部分军队退役人员登记审核表,退役军人事务局
抚恤补助证,承诺书,退役军人事务局
抚恤补助证,近期免冠照片,退役军人事务局
抚恤补助证,未就业和未享受社保待遇证明或个人缴纳养老保险的凭证、与用人单位终止劳动合同关系的有关协议,退役军人事务局
抚恤补助证,近期慢性病就诊病历复印件及相关医疗检查报告、诊断结论,退役军人事务局
抚恤补助证,军队医院证明,退役军人事务局
抚恤补助证,户口本,退役军人事务局
抚恤补助证,身份证,退役军人事务局
抚恤补助证,退伍军人证,退役军人事务局
抚恤补助证,书面申请,退役军人事务局
抚恤补助证,复员军人证或复员军人档案,退役军人事务局
抚恤补助证,户口本,退役军人事务局
抚恤补助证,身份证,退役军人事务局
抚恤补助证,未参加工作证明,退役军人事务局
抚恤补助证,人力资源和社会保障部门证明或未享受兵龄折算工龄待遇证明,退役军人事务局
抚恤补助证,能够证明退役时户口为农村户籍的证明,退役军人事务局
抚恤补助证,身份证及户口本,退役军人事务局
抚恤补助证,退伍军人证或退伍登记表,退役军人事务局
抚恤补助证,本人书面申请,退役军人事务局
抚恤补助证,退伍证或退伍登记表,退役军人事务局
抚恤补助证,残疾军人证,退役军人事务局
抚恤补助证,户口本,退役军人事务局
抚恤补助证,身份证,退役军人事务局
抚恤补助证,本人书面申请,退役军人事务局
非药品类易制毒化学品经营备案证明,编号,行政审批局
非药品类易制毒化学品经营备案证明,有效期,行政审批局
非药品类易制毒化学品经营备案证明,单位名称,行政审批局
非药品类易制毒化学品经营备案证明,经济类型,行政审批局
非药品类易制毒化学品经营备案证明,主要负责人,行政审批局
非药品类易制毒化学品经营备案证明,单位地址,行政审批局
非药品类易制毒化学品经营备案证明,品种类别,行政审批局
非药品类易制毒化学品经营备案证明,经营品种,行政审批局
非药品类易制毒化学品经营备案证明,销售量,行政审批局
非煤矿矿山建设项目安全设施设计审查意见书,建设单位全称,应急管理局
非煤矿矿山建设项目安全设施设计审查意见书,建设项目简要情况,应急管理局
非煤矿矿山建设项目安全设施设计审查意见书,建设项目审查意见,应急管理局
非煤矿矿山建设项目安全设施设计审查意见书,审查单位全称,应急管理局
非煤矿矿山建设项目安全设施设计审查意见书,审查时间,应急管理局
仿真枪认定书,仿真枪数据描述,公安局
仿真枪认定书,与制式枪支比对情况,公安局
仿真枪认定书,枪口比动能,公安局
仿真枪认定书,认定结论,公安局
仿真枪认定书,仿真枪图片,公安局
法律援助机构设立许可决定文书,法律援助机构的名称,司法局
法律援助机构设立许可决定文书,职能,司法局
法律援助公函,发往单位,司法局
法律援助公函,受援人身份信息,司法局
法律援助公函,案由,司法局
法律援助公函,承办律师信息,司法局
发放重度残疾人护理补贴,姓名,民政局
发放重度残疾人护理补贴,发放日期,民政局
发放重度残疾人护理补贴,发放金额,民政局
对作出突出贡献的营业性演出社会义务监督员的表彰,姓名,文化和旅游局
对作出突出贡献的营业性演出社会义务监督员的表彰,表彰内容,文化和旅游局
对中国境内出生外国婴儿的停留或者居留登记,个人信息,公安局
对中国境内出生外国婴儿的停留或者居留登记,签发日期,公安局
对中国境内出生外国婴儿的停留或者居留登记,有效期,公安局
对在艺术档案工作中做出显著成绩的单位和个人的表彰和奖励,单位名称,文化和旅游局
对在艺术档案工作中做出显著成绩的单位和个人的表彰和奖励,个人姓名,文化和旅游局
对在艺术档案工作中做出显著成绩的单位和个人的表彰和奖励,联系电话,文化和旅游局
对在信息化发展中做出突出贡献的单位和个人的表彰,姓名,工业和信息化局
对在信息化发展中做出突出贡献的单位和个人的表彰,联系方式,工业和信息化局
对在信息化发展中做出突出贡献的单位和个人的表彰,单位名称,工业和信息化局
对在信息化发展中做出突出贡献的单位和个人的表彰,文号,工业和信息化局
对在信息化发展中做出突出贡献的单位和个人的表彰,事项内容,工业和信息化局
对在公共文化体育设施的建设、管理和保护工作中做出突出贡献的单位和个人给予奖励,文件名,文化和旅游局
对在公共文化体育设施的建设、管理和保护工作中做出突出贡献的单位和个人给予奖励,名称,文化和旅游局
对在公共文化体育设施的建设、管理和保护工作中做出突出贡献的单位和个人给予奖励,内容,文化和旅游局
对在公共文化体育设施的建设、管理和保护工作中做出突出贡献的单位和个人给予奖励,依据,文化和旅游局
对在公共文化体育设施的建设、管理和保护工作中做出突出贡献的单位和个人给予奖励,发文单位,文化和旅游局
对在公共文化体育设施的建设、管理和保护工作中做出突出贡献的单位和个人给予奖励,日期,文化和旅游局
对营业性演出举报人的奖励,姓名,文化和旅游局
对营业性演出举报人的奖励,奖励内容,文化和旅游局
对外贸易经营者备案登记表,备案登记表编号,行政审批局
对外贸易经营者备案登记表,进出口企业代码,行政审批局
对外贸易经营者备案登记表,经营者中文名称,行政审批局
对外贸易经营者备案登记表,组织机构代码,行政审批局
对外贸易经营者备案登记表,经营者类型,行政审批局
对外贸易经营者备案登记表,住所,行政审批局
对外贸易经营者备案登记表,经营场所,行政审批局
对外贸易经营者备案登记表,联系电话,行政审批局
对外贸易经营者备案登记表,联系传真,行政审批局
对外贸易经营者备案登记表,邮政编码,行政审批局
对外贸易经营者备案登记表,电子邮箱,行政审批局
对外贸易经营者备案登记表,工商登记注册日期,行政审批局
对外贸易经营者备案登记表,工商登记注册号,行政审批局
对外贸易经营者备案登记表,企业法定代表人名称,行政审批局
对外贸易经营者备案登记表,有效证件号,行政审批局
对外贸易经营者备案登记表,企业资产,行政审批局
对外贸易经营者备案登记表,注册资金,行政审批局
对外贸易经营者备案登记表,备案登记机关,行政审批局
对外贸易经营者备案登记表,签章,行政审批局
对外贸易经营者备案登记表,日期,行政审批局
对统计中弄虚作假等违法行为检举有功的单位和个人给予表彰和奖励,对统计中弄虚作假等违法行为检举有功的单位和个人给予表彰和奖励,统计局
对统计工作做出突出贡献、取得显著成绩的单位和个人给予表彰和奖励,对统计工作做出突出贡献、取得显著成绩的单位和个人给予表彰和奖励,统计局
对人口普查中表现突出的单位和个人给予表彰和奖励,对人口普查中表现突出的单位和个人给予表彰和奖励,统计局
对农业普查中表现突出的单位和个人给予奖励,对农业普查中表现突出的单位和个人给予奖励,统计局
对农业普查违法行为举报有功人员给予奖励,对农业普查违法行为举报有功人员给予奖励,统计局
对举报毒品、涉及易制毒化学品违法犯罪行为的奖励,奖励人员信息,公安局
对举报毒品、涉及易制毒化学品违法犯罪行为的奖励,奖励事由,公安局
对举报毒品、涉及易制毒化学品违法犯罪行为的奖励,奖励内容,公安局
对经济普查中表现突出的集体和个人给予表彰和奖励,对经济普查中表现突出的集体和个人给予表彰和奖励,统计局
对经济普查违法行为举报有功的个人给予奖励,对经济普查违法行为举报有功的个人给予奖励,统计局
对**项目可行性研究报告的批复,对**项目可行性研究报告的批复,行政审批局
对**项目可行性研究报告的批复,单位名称,行政审批局
对**项目可行性研究报告的批复,文号,行政审批局
对**项目可行性研究报告的批复,日期,行政审批局
对**项目可行性研究报告的批复,抄送单位,行政审批局
对**项目建议书的批复,对**项目建议书的批复,行政审批局
对**项目建议书的批复,文号,行政审批局
对**项目建议书的批复,日期,行政审批局
对**项目建议书的批复,单位名称,行政审批局
对**项目建议书的批复,抄送单位,行政审批局
对**项目初步设计（概算）的批复,对**项目初步设计（概算）的批复,行政审批局
对**项目初步设计（概算）的批复,抄送单位,行政审批局
对**项目初步设计（概算）的批复,单位名称,行政审批局
对**项目初步设计（概算）的批复,日期,行政审批局
对**项目初步设计（概算）的批复,文号,行政审批局
赌博机认定书,赌博机特征,公安局
赌博机认定书,赌博机图片,公安局
赌博机认定书,认定结论,公安局
动物诊疗许可证,诊疗机构名称,农业农村和水利局
动物诊疗许可证,法定代表人,农业农村和水利局
动物诊疗许可证,诊疗活动范围,农业农村和水利局
动物诊疗许可证,从业地点,农业农村和水利局
动物诊疗许可证,发证机关,农业农村和水利局
动物诊疗许可证,日期,农业农村和水利局
动物诊疗许可证,编码,农业农村和水利局
动物诊疗许可证,诊疗机构名称,农业农村和水利局
动物诊疗许可证,法定代表人（负责人）,农业农村和水利局
动物诊疗许可证,诊疗活动范围,农业农村和水利局
动物诊疗许可证,从业地点,农业农村和水利局
动物诊疗许可证,发证机关,农业农村和水利局
动物诊疗许可证,日期,农业农村和水利局
动物诊疗许可证,编码,农业农村和水利局
动物及动物产品检疫合格证,货主,农业农村和水利局
动物及动物产品检疫合格证,货主联系电话,农业农村和水利局
动物及动物产品检疫合格证,动物种类,农业农村和水利局
动物及动物产品检疫合格证,数量及单位,农业农村和水利局
动物及动物产品检疫合格证,启运地点,农业农村和水利局
动物及动物产品检疫合格证,到达地点,农业农村和水利局
动物及动物产品检疫合格证,用途,农业农村和水利局
动物及动物产品检疫合格证,承运人,农业农村和水利局
动物及动物产品检疫合格证,承运人联系电话,农业农村和水利局
动物及动物产品检疫合格证,运载方式,农业农村和水利局
动物及动物产品检疫合格证,运载工具牌号,农业农村和水利局
动物及动物产品检疫合格证,运载工具消毒情况,农业农村和水利局
动物及动物产品检疫合格证,官方兽医签字,农业农村和水利局
动物及动物产品检疫合格证,签发日期,农业农村和水利局
动物及动物产品检疫合格证,牲畜耳标号,农业农村和水利局
动物及动物产品检疫合格证,备注,农业农村和水利局
电子审批许可单,电子审批许可单,教育体育局
电子审批许可单,电子审批许可单,教育体育局
电影放映经营许可证,许可单位,行政审批局
电影放映经营许可证,许可时间,行政审批局
电影放映经营许可证,许可类型,行政审批局
第一类、第二类易制毒化学品运输许可证,申请单位信息,公安局
第一类、第二类易制毒化学品运输许可证,易制毒化学品品类及数量,公安局
第一类、第二类易制毒化学品运输许可证,运输单位资质及车辆资质,公安局
第一类、第二类易制毒化学品运输许可证,有效期限,公安局
第三类易制毒化学品运输备案证明,单位资质,公安局
第三类易制毒化学品运输备案证明,易制毒化学品品类及数量,公安局
第三类易制毒化学品运输备案证明,有效期限,公安局
第二类、第三类易制毒化学品购买备案证明,单位或个人信息,公安局
第二类、第三类易制毒化学品购买备案证明,易制毒化学品品名及数量,公安局
第二类、第三类易制毒化学品购买备案证明,有效期限,公安局
第二类、第三类易制毒化学品购买备案证明,销售单位,公安局
低收入家庭,发证机关,民政局
低收入家庭,发证日期,民政局
低收入家庭,关系,民政局
低收入家庭,姓名,民政局
低收入家庭,性别,民政局
低收入家庭,年龄,民政局
低收入家庭,就业状况,民政局
低收入家庭,人员类别,民政局
低收入家庭,时间,民政局
低收入家庭,内容,民政局
登记通知书,名称,市场监督管理局（知识产权局）
登记通知书,统一社会信用代码,市场监督管理局（知识产权局）
登记通知书,名称,市场监督管理局（知识产权局）
登记通知书,家庭成员姓名,市场监督管理局（知识产权局）
地质灾害防治工作中做出突出贡献奖励,地质灾害防治工作中做出突出贡献奖励,自然资源和规划局
代理记账许可证书,代理记账许可证,财政局
大陆居民往来台湾通行证,个人信息,公安局
大陆居民往来台湾通行证,有效期,公安局
大陆居民往来台湾通行证,签发日期,公安局
大陆居民赴台湾地区应邀签注,个人信息,公安局
大陆居民赴台湾地区应邀签注,签发日期,公安局
大陆居民赴台湾地区应邀签注,有效期,公安局
大陆居民赴台湾地区学习签注,个人信息,公安局
大陆居民赴台湾地区学习签注,签发日期,公安局
大陆居民赴台湾地区学习签注,有效期,公安局
大陆居民赴台湾地区团队旅游签注,个人信息,公安局
大陆居民赴台湾地区团队旅游签注,签注有效期,公安局
大陆居民赴台湾地区团队旅游签注,签发日期,公安局
大陆居民赴台湾地区探亲签注,个人信息,公安局
大陆居民赴台湾地区探亲签注,签发日期,公安局
大陆居民赴台湾地区探亲签注,有效期,公安局
大陆居民赴台湾地区商务签注,个人信息,公安局
大陆居民赴台湾地区商务签注,签发日期,公安局
大陆居民赴台湾地区商务签注,有效期,公安局
大陆居民赴台湾地区其他签注,个人信息,公安局
大陆居民赴台湾地区其他签注,签发日期,公安局
大陆居民赴台湾地区其他签注,有效期,公安局
大陆居民赴台湾地区个人旅游签注,个人信息,公安局
大陆居民赴台湾地区个人旅游签注,签发日期,公安局
大陆居民赴台湾地区个人旅游签注,有效期,公安局
大陆居民赴台湾地区定居签注,个人信息,公安局
大陆居民赴台湾地区定居签注,签发日期,公安局
大陆居民赴台湾地区定居签注,有效期,公安局
大陆居民赴台湾地区乘务签注,个人信息,公安局
大陆居民赴台湾地区乘务签注,签发日期,公安局
大陆居民赴台湾地区乘务签注,有效期,公安局
从事城市生活垃圾经营性清扫、收集、运输服务许可证,许可决定证编号,城市管理局（综合行政执法局）
从事城市生活垃圾经营性清扫、收集、运输服务许可证,单位名称,城市管理局（综合行政执法局）
从事城市生活垃圾经营性清扫、收集、运输服务许可证,适用法律条款,城市管理局（综合行政执法局）
从事城市生活垃圾经营性清扫、收集、运输服务许可证,许可内容,城市管理局（综合行政执法局）
从事城市生活垃圾经营性清扫、收集、运输服务许可证,审批单位,城市管理局（综合行政执法局）
从事城市生活垃圾经营性清扫、收集、运输服务许可证,审批日期,城市管理局（综合行政执法局）
慈善组织证书,慈善组织认定,民政局
出版物经营许可证,名称,行政审批局
出版物经营许可证,经营地址,行政审批局
出版物经营许可证,法定代表人,行政审批局
出版物经营许可证,注册资本,行政审批局
出版物经营许可证,企业类型,行政审批局
出版物经营许可证,经营范围,行政审批局
出版物经营许可证,有效期,行政审批局
出版物经营许可证,名称,行政审批局
出版物经营许可证,经营地址,行政审批局
出版物经营许可证,法定代表人,行政审批局
出版物经营许可证,注册资本,行政审批局
出版物经营许可证,企业类型,行政审批局
出版物经营许可证,经营范围,行政审批局
出版物经营许可证,有效期,行政审批局
撤销以欺骗等不正当手段取得的娱乐经营许可证的决定,娱乐许可证编号,文化和旅游局
撤销以欺骗等不正当手段取得的娱乐经营许可证的决定,单位名称,文化和旅游局
撤销以欺骗等不正当手段取得的娱乐经营许可证的决定,法定负责人/主要负责人,文化和旅游局
撤销以欺骗等不正当手段取得的娱乐经营许可证的决定,法律依据,文化和旅游局
撤销以欺骗等不正当手段取得的娱乐经营许可证的决定,联系电话,文化和旅游局
撤销法律援助决定书,申请人姓名,司法局
撤销法律援助决定书,申请案由,司法局
撤销法律援助决定书,撤销理由,司法局
撤销法律援助决定书,撤销时间,司法局
撤销法律援助决定书,撤销异议的救济途径,司法局
测量标志查询结果,测量标志管理信息系统使用与服务,自然资源和规划局
测绘成果和信息数据,测绘成果提供服务,自然资源和规划局
残疾军人证等,原始住院病历,退役军人事务局
残疾军人证等,户口本、身份证,退役军人事务局
残疾军人证等,个人证件或者移交政府安置的证明,退役军人事务局
残疾军人证等,个人档案,退役军人事务局
残疾军人证,服刑期满、恢复政治权利证明,退役军人事务局
残疾军人证,原评残材料,退役军人事务局
残疾军人证,户口本,退役军人事务局
残疾军人证,身份证,退役军人事务局
残疾军人证,原始住院病历,退役军人事务局
残疾军人证,个人档案,退役军人事务局
残疾军人证,户口本、身份证,退役军人事务局
残疾军人证,证件遗失证明,退役军人事务局
残疾军人证,个人证件或者移交政府安置的证明,退役军人事务局
残疾军人证,伤残人员证,退役军人事务局
餐厨废弃物产生单位与餐厨废弃物收集、运输服务企业签订协议汇总表,签订单位名称汇总,城市管理局（综合行政执法局）
餐厨废弃物产生单位与餐厨废弃物收集、运输服务企业签订协议汇总表,产生垃圾量统计,城市管理局（综合行政执法局）
餐厨废弃物产生单位与餐厨废弃物收集、运输服务企业签订协议汇总表,内容：各单位法定代表人、联系电话、地点、签订时间,城市管理局（综合行政执法局）
采伐林木批准书,林木采伐许可证核发,自然资源和规划局
裁定书,标题,卫生健康委员会
裁定书,正文,卫生健康委员会
病残儿医学鉴定结论通知书,标题,卫生健康委员会
病残儿医学鉴定结论通知书,正文,卫生健康委员会
表彰奖励通知,标题,卫生健康委员会
表彰奖励通知,正文,卫生健康委员会
表彰奖励决定,人员基本资料,公安局
表彰奖励决定,拟申请奖励等级,公安局
表彰奖励决定,主要事迹,公安局
表彰奖励决定,审批意见,公安局
备案通知书,统一社会信用代码,行政审批局
备案通知书,名称,行政审批局
备案通知书,统一社会信用代码,行政审批局
备案通知书,名称,行政审批局
备案通知书,设备名称,文化和旅游局
备案通知书,生产厂家,文化和旅游局
备案通知书,机台数,文化和旅游局
备案凭证,涉及国家秘密非基础测绘成果提供使用备案,自然资源和规划局
备案回执,填报单位名称,应急管理局
备案回执,重大危险源单元名称,应急管理局
备案回执,重大危险源所在地址,应急管理局
备案回执,重大危险源投用时间,应急管理局
备案回执,生产工艺流程简介,应急管理局
备案回执,主要装置、设施及生产规模,应急管理局
备案回执,位于工业（化工）园区,应急管理局
备案回执,重大危险源距周边重点防护目标最近距离,应急管理局
备案回执,厂区边界外500米范围内的单位或设施及人数情况,应急管理局
备案回执,近三年内危险化学品事故情况,应急管理局
备案回执,养老机构备案,民政局
备案公告,标题,卫生健康委员会
备案公告,成人预防接种门诊备案,卫生健康委员会
备案公告,成人预防接种门诊备案,卫生健康委员会
备案登记表,企业名称,生态环境局
备案登记表,时间,生态环境局
备案,单位名称,新闻出版局
备案,企业类型,新闻出版局
备案,统一社会信用代码,新闻出版局
备案,许可证发放日期,新闻出版局
备案,办公地址,新闻出版局
备案,网络平台名称,新闻出版局
备案,网络书店名称,新闻出版局
备案,经营网址,新闻出版局
备案,经营范围,新闻出版局
备案,法定代表人,新闻出版局
备案,企业名称,新闻出版局
备案,统一社会信用代码,新闻出版局
备案,出版物经营许可证编号,新闻出版局
备案,经营范围,新闻出版局
备案,法定代表人,新闻出版局
备案,业务负责人,新闻出版局
备案,单位名称,新闻出版局
备案,经营地址,新闻出版局
备案,网店网址,新闻出版局
备案,总部意见,新闻出版局
备案,发行单位名称,新闻出版局
备案,出版物经营许可证号码,新闻出版局
备案,活动主题,新闻出版局
备案,展销地点,新闻出版局
备案,展销时间,新闻出版局
备案,展销范围,新闻出版局
备案,展销面积,新闻出版局
备案,销售出版物品种,新闻出版局
备案,联系人及联系方式,新闻出版局
备案,单位或个人名称,新闻出版局
备案,统一社会信用代码,新闻出版局
备案,经营地址,新闻出版局
备案,出版物出租范围,新闻出版局
备案,联系人,新闻出版局
办学许可证、批文、其他,批复,教育体育局
办学许可证,名称,教育体育局
办学许可证,地址,教育体育局
办学许可证,校长,教育体育局
办学许可证,举办者,教育体育局
办学许可证,学校类型,教育体育局
办学许可证,办学内容,教育体育局
办学许可证,主管部门,教育体育局
办学许可证,有效期限,教育体育局
按规定出具查询结果,查询内容,公安局
按规定出具查询结果,查询结果,公安局
安全防范设施合格证,金融机构场所概况,公安局
安全防范设施合格证,防范设施建设目标,公安局
安全防范设施合格证,设施工程建设情况,公安局
《准予行政许可决定书》《不予行政许可决定书》,名称,民族宗教事务局
《准予行政许可决定书》《不予行政许可决定书》,地点,民族宗教事务局
《准予行政许可决定书》《不予行政许可决定书》,捐赠人,民族宗教事务局
《准予行政许可决定书》《不予行政许可决定书》,受赠人,民族宗教事务局
《准予行政许可决定书》《不予行政许可决定书》,捐资金额,民族宗教事务局
《准予行政许可决定书》《不予行政许可决定书》,捐赠用途,民族宗教事务局
《准予行政许可决定书》《不予行政许可决定书》,捐赠人,民族宗教事务局
《准予行政许可决定书》《不予行政许可决定书》,受赠人,民族宗教事务局
《准予行政许可决定书》《不予行政许可决定书》,捐资金额,民族宗教事务局
《准予行政许可决定书》《不予行政许可决定书》,捐赠用途,民族宗教事务局
《准予施工通知书》或《不予施工通知书》,金融机构基本情况,公安局
《准予施工通知书》或《不予施工通知书》,防范设施配置,公安局
《焰火燃放许可证》,燃放时间及地点,公安局
《焰火燃放许可证》,燃放焰火种类数量,公安局
《焰火燃放许可证》,燃放方案,公安局
《焰火燃放许可证》,燃放人员资质信息,公安局
《社会组织章程核准通知书》,社会团体修改章程核准,民政局
《社会组织章程核准通知书》,统一社会信用代码,民政局
《社会组织章程核准通知书》,发证机关,民政局
《社会组织章程核准通知书》,发证日期,民政局
《社会组织章程核准通知书》,有效期限,民政局
《社会组织章程核准通知书》,名称,民政局
《社会组织章程核准通知书》,住所,民政局
《社会组织章程核准通知书》,法定代表人,民政局
《社会组织章程核准通知书》,开办资金,民政局
《社会组织章程核准通知书》,业务主管单位,民政局
《解除收养关系证明》,字号,民政局
《解除收养关系证明》,收养人姓名,民政局
《解除收养关系证明》,收养人性别,民政局
《解除收养关系证明》,收养人出生日期,民政局
《解除收养关系证明》,被收养人姓名,民政局
《解除收养关系证明》,被收养人性别,民政局
《解除收养关系证明》,被收养人出生日期,民政局
《解除收养关系证明》,送养人姓名（名称）,民政局
《解除收养关系证明》,收养日期,民政局
《解除收养关系证明》,收养登记,民政局
《解除收养关系证明》,解除原因,民政局
《解除收养关系证明》,解除日期,民政局
《基金会法人登记证书》,统一社会信用代码,民政局
《基金会法人登记证书》,发证机关,民政局
《基金会法人登记证书》,发证日期,民政局
《基金会法人登记证书》,有效期限,民政局
《基金会法人登记证书》,名称,民政局
《基金会法人登记证书》,住所,民政局
《基金会法人登记证书》,法定代表人,民政局
《基金会法人登记证书》,开办资金,民政局
《基金会法人登记证书》,业务主管单位,民政局
《残疾军人证》,近期免冠彩照,退役军人事务局
《残疾军人证》,档案材料或原始医疗证明,退役军人事务局
《残疾军人证》,退伍证或退伍登记表,退役军人事务局
《残疾军人证》,户口本、身份证,退役军人事务局
《残疾军人证》,本人书面申请,退役军人事务局
XX生态环境局关于xx项目（工程）入河排污口设置申请行政许可决定书,项目名称,生态环境局
XX生态环境局关于xx项目（工程）入河排污口设置申请行政许可决定书,日期,生态环境局
XX生态环境局关于xx项目（工程）入河排污口设置申请行政许可决定书,申请类型,生态环境局
